============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  C (06)   Ion Mass= 012.0107
Energy  = 5000000.E-05 keV
0000107   7.6471E+02 -3.8573E+01  1.5438E+02
0000108   8.8958E+02 -7.0238E+01 -7.3173E+01
0000109   8.5091E+02  1.7823E+02  5.4153E+00
0000110   7.3261E+02 -1.3366E+02 -1.2902E+02
0000111   7.6045E+02  1.8024E+02  5.7576E+01
0000112   8.9128E+02  9.1453E+01 -1.3764E+01
0000113   8.8930E+02  2.0251E+02  1.3064E+02
0000114   7.8148E+02  6.0075E+01 -2.0135E+02
0000115   1.0590E+03  1.0631E+02 -1.1352E+02
0000116   6.7336E+02  6.2929E+01  2.4446E+02
0000117   5.0709E+02 -5.6294E+02  1.5920E+02
0000118   7.5512E+02 -1.6213E+02 -8.1498E+01
0000119   8.8631E+02 -7.7594E+00 -1.3766E+02
0000120   8.2999E+02  2.1364E+01  2.9016E+01
0000121   7.0981E+02  8.9719E+01  1.2819E+01
0000122   6.5216E+02  3.4971E+02  1.8660E+02
0000123   8.9941E+02  2.0439E+02 -1.9868E+01
0000124   7.9089E+02 -1.2666E+01  1.2915E+01
0000125   8.4600E+02  2.1924E+01  1.2877E+02
0000126   8.9185E+02 -1.1428E+02 -9.7564E+01
0000127   7.2918E+02 -1.0655E+02  1.5935E+02
0000128   6.2027E+02  1.6576E+02  1.5695E+02
0000129   8.8614E+02 -2.5441E+02  2.6915E+01
0000130   3.8356E+02  3.7309E+02 -1.6692E+00
0000131   7.3175E+02  1.1861E+02  9.3417E+01
0000132   9.5915E+02  4.4648E+01 -2.8420E+01
0000133   7.6418E+02 -2.5845E+01  3.4895E+02
0000134   7.1873E+02  2.2936E+02 -3.8663E+01
0000135   6.1381E+02  1.2962E+02 -1.5877E+02
0000136   6.3919E+02 -6.8224E+01 -6.3037E+01
0000137   1.7517E+02  1.3028E+01  2.6831E+02
0000138   6.3497E+02  1.1496E+02  4.1420E+02
0000139   8.5095E+02  6.6788E+00  1.5837E+02
0000140   6.1085E+02  3.4628E+01 -2.8131E+01
0000141   7.7249E+02  1.1069E+02 -7.8701E+01
0000142   9.3766E+02  1.2897E+02  2.3073E+02
0000143   8.2086E+02  1.2139E+02 -2.3116E+02
0000144   9.0993E+02  1.1940E+02 -2.8134E+02
0000145   5.7904E+02  1.8673E+01 -2.4381E+01
0000146   5.0732E+02 -9.8480E+01  9.9445E+01
0000147   7.4560E+02  1.7027E+02  1.6844E+02
0000148   6.3230E+02  1.5458E+02  1.9914E+02
0000149   8.8760E+02  9.3387E+00  2.6432E+02
0000150   7.7650E+02 -2.8062E+01 -1.4151E+02
0000151   7.2951E+02 -9.2546E+01  1.2375E+02
0000152   9.2294E+02 -5.2692E+01  1.0554E+02
0000153   3.7935E+02  1.3567E+02  7.2826E+01
0000154   4.5332E+02 -1.9232E+02  6.4024E+01
0000155   8.7836E+02 -1.1351E+02 -2.1447E+02
0000156   7.0478E+02  2.7759E+02 -7.7134E+01
0000157   7.0736E+02  2.0386E+02  6.3919E+01
0000158   4.3631E+02 -3.4224E+02  8.0447E+01
0000159   4.5820E+02  5.3727E+01  1.8376E+02
0000160   7.2530E+02  4.6723E+01 -2.3428E+02
0000161   7.0486E+02 -1.9307E+02 -1.8819E+02
0000162   6.4924E+02  1.9081E+02 -3.7951E+01
0000163   6.7851E+02 -2.3719E+02  1.0032E+01
0000164   9.6973E+02 -9.3949E+01 -1.3100E+02
0000165   5.7749E+02  8.5591E+01  3.2568E+02
0000166   9.7761E+02 -1.4548E+02 -1.9208E+01
0000167   7.3520E+02 -1.9770E+01  1.2571E+02
0000168   6.6924E+02 -1.7311E+02 -4.2653E+01
0000169   9.6347E+02  1.9054E+02 -1.2061E+02
0000170   7.3248E+02  2.5564E+02  9.2344E+01
0000171   8.0936E+02 -6.8990E+01 -1.6416E+02
0000172   8.6158E+02  1.8925E+02  5.7140E+01
0000173   6.1095E+02  7.0590E+01  1.3741E+01
0000174   8.2595E+02 -1.0055E+02 -6.9842E+01
0000175   7.9562E+02 -2.0183E+02 -6.1485E+01
0000176   9.0347E+02  1.9538E+02  3.1189E+01
0000177   7.0554E+02  1.6744E+02 -6.1986E+01
0000178   7.1130E+02 -1.2852E+02  1.1605E+02
0000179   4.9398E+02  7.2387E+00  5.0622E+01
0000180   5.3988E+02 -1.2273E+01 -2.8716E+01
0000181   3.5273E+02 -4.0320E+01 -3.2322E+01
0000182   9.8391E+02 -2.6314E+01  3.7563E+02
0000183   7.4806E+02  1.4014E+02  2.5426E+01
0000184   8.0233E+02 -3.8042E+01 -8.3339E+01
0000185   6.5789E+02  7.3125E+01 -9.1255E+01
0000186   8.5958E+02 -1.8920E+02 -7.2735E+00
0000187   6.5257E+02 -8.5108E+00 -4.1024E+01
0000188   8.2101E+02 -1.0001E+02  1.2170E+01
0000189   9.2915E+02 -1.2989E+02  3.3658E+02
0000190   8.8267E+02 -1.8904E+02 -2.0212E+02
0000191   6.7524E+02 -1.2596E+01 -5.3261E+02
0000192   5.6886E+02 -1.6604E+02 -1.9029E+02
0000193   6.0096E+02 -1.8324E+02 -3.5282E+02
0000194   5.6034E+02  3.6387E+01  3.3939E+02
0000195   7.1078E+02 -1.1817E+02  1.5880E+02
0000196   6.0411E+02 -8.1515E+00 -6.3708E+00
0000197   7.8909E+02 -2.8457E+01 -9.1507E+01
0000198   7.0805E+02 -2.4171E+02 -1.9887E+02
0000199   5.2239E+02 -2.3836E+02  2.1122E+02
0000200   7.3707E+02 -4.8466E+01 -4.8077E+01
